4408.44,1.33
4408.45,0.01
4408.46,0.01
4408.5,0.098697
4409.08,3.67
4409.2,0.01
4409.44,0.0227
4410.03,0.01
4410.44,0.879
4410.63,0.161014
4410.99,0.01
4411,0.0384
4411.49,0.01
4411.63,0.5
4411.71,3.89
4413.5,0.19895
4413.66,4.7279487
4414,0.05
4414.17,0.103
4414.52,4.9
4414.74,1.854
4414.75,50
4414.88,0.01
4415,0.04884
4415.3,0.24
4415.37,0.3
4415.87,0.8975416
4416.76,7.753986
4416.91,4.8874
4416.99,0.0463
4417.13,1.58759
4417.17,3.78
4418,0.04000011
4418.07,0.04000011
4418.37,0.3
4419.8,0.04000011
4420,0.04000011
4420.57,0.04000011
4422.1,3.7
4423,11.48557
4423.97,0.01473143
4424,3.74
4424.59,0.0134
4424.62,4
4425,3.09997
4427.28,4.42
4428,0.111319035
4429,0.5871391
4429.01,3
4429.12,0.63
4429.52,0.01
4430,1.2820554
4430.12,4.7
4430.25,0.042
4431.66,1.61354
4432,0.8367
4432.72,0.03
4432.75,0.06
4432.88,0.01
4432.9,0.01
4432.94,0.02
4433.14,0.01
4433.62,0.0134
4434.22,0.125
4434.23,0.5
4435,0.6
4435.05,0.358
4435.2,0.1785
4435.23,0.135957
4435.57,3.5
4436,0.6291
4438.24,0.1396
4438.44,4.1
4438.68,1.3975213
4438.7,0.0134
4439.44,0.05
4439.86,0.01
4440,11.835565
4441.16,3.2
4443.08,0.02843
4443.89,0.02275224
4443.9,3.29
4444,9
4444.94,0.01
4445,0.01
4445.01,0.07
4446,1
4446.51,0.135207
4446.76,3.81
4447,2.6999
4447.09,16.1354
4447.99,0.0134
4448,4.976396
4448.21,0.03
4448.64,0.11469911
4448.69,0.02
4449.1,0.1
4449.19,0.8844347
4449.23,0.18249819
4449.5,4.01
4449.52,0.27982727
4449.93,0.11267809
4450,34.872066
4452,1.8626058
4452.18,3.91
4452.47,0.042
4452.61,0.1
4453,0.03256736
4454.25,0.23424959
4455,1
4455.22,4.9
4455.47,0.01
4456,0.4089
4457.05,0.3398407
4457.1,0.01
4457.55,0.02
4457.67,0.01
4457.68,0.03
4458.28,4.42
4458.37,4.5630336
4458.84,0.134833
4459,0.23004931
4460,4.6367245
4460.01,0.1
4460.28,0.100769
4460.57,0.01124996
4460.59,0.044981
4461,0.5
4461.13,4.95
4461.3,0.077
4461.33,0.25
4461.62,0.249
4462.5,0.045
4462.65,0.11640794
4462.73,0.272
4463.39,0.07209422
4464,0.4083
4464.04,4.39
4464.35,0.04429831
4465,1.4705565
4465.2,0.012475
4465.42,0.51020265
4465.8,0.3
4466.44,0.02
4466.62,4.6400003
4467,0.0378
4467.59,0.0470819
4468,4.1913
4469.12,1
