4349,0.25912866
4349.15,1.0768642
4349.19,0.01907794
4349.59,6.1737
4349.6,2.2955
4349.62,6
4350,0.169
4350.99,0.00126361
4351,0.0040189
4351.01,0.00126156
4351.02,0.4
4352.08,0.8715
4352.12,1.6508406
4352.55,6.548533
4353.98,0.05
4354.14,4.6
4354.15,1.743
4354.25,0.05
4354.28,4.6006
4354.29,5.97864
4355.96,0.00115015
4356.03,1.743
4356.05,50
4356.07,5.9490733
4356.3,0.00186027
4357.04,0.1
4358.07,4.1344476
4358.72,6.5629
4358.88,0.00183306
4358.98,0.00999915
4359,0.51999915
4359.46,8.057082
4360,1
4360.52,0.12
4361.14,0.01
4361.15,6.5
4361.24,0.01901627
4361.82,0.01
4361.83,0.1089688
4362.05,0.00186028
4362.1,1.15528
4362.2,0.1048414
4362.68,0.01900315
4362.91,5.708529
4363.53,0.02300734
4364.34,0.5
4364.6,0.02311522
4365,0.9511578
4365.6,5.984746
4366.66,0.03
4367.32,6.1
4367.8,0.00185029
4368.97,0.00182883
4368.98,3.4965
4369,8.307442
4369.18,0.04588962
4369.27,0.0189963
4369.82,0.01899386
4369.89,6.49
4370,0.23786342
4370.76,0.0189898
4371.98,5.9
4372.1,0.00545854
4372.12,1.5
4373.55,0.0018503
4374.2,6.993
4374.22,6.434686
4374.8,20.177307
4375,2.1
4376.25,0.00114482
4376.59,6.4951773
4377.23,0.5
4377.83,50
4378.16,5.68
4378.39,0.01894379
4379,2.2445366
4379.04,0.9
4379.06,0.00182461
4379.28,2.3271766
4380,1.739846
4380.64,6.59
4381.77,0.25
4384.01,0.00487937
4384.02,0.84512264
4384.5,0.02
4384.98,0.01275176
4385,1
4385.49,0.00185108
4385.63,0.01892543
4386.12,1
4386.22,0.01142661
4386.33,0.01890232
4386.45,0.3
4387,1
4387.04,0.01131759
4388,1
4388.05,1.8041062
4388.65,0.00843529
4388.66,0.02430885
4389,21
4389.15,0.00182042
4389.6,0.01890824
4390,0.546
4391.01,0.0023002
4391.88,0.099
4392,0.046
4393,2.052919
4393.06,0.00114956
4393.11,4.138893
4393.91,0.00114021
4394,0.046
4394.35,0.01888233
4394.5,0.002
4394.91,0.01486408
4395,3.2
4395.39,0.05
4395.5,0.097304
4395.8,0.01888165
4395.95,0.732106
4396,0.20392548
4396.22,0.1
4396.43,0.0767
4396.75,0.01887754
4396.99,0.0018511
4397.46,32.51
4398,2.6218314
4398.28,0.5
4398.38,0.15252435
4398.5,0.09441
4398.74,0.3
4398.96,0.001795
4399,20.129465
4399.01,0.479
4399.11,0.41
4399.24,0.00181624
4399.51,0.01825753
4399.72,50
4399.88,2.71
4399.92,0.00229554
4399.95,16.448679
4399.99,25
4400,38.162163
4400.28,0.01886246
4400.34,0.01310569
4400.76,0.01283647
4400.9,0.02
4401,5.164845
4401.83,0.03166638
4402,0.046
4402.62,0.00114706
4402.75,0.0034
4403.27,2.7774436
4403.66,0.5
4403.9,0.0177001
4403.94,0.00229344
